,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB,Date
152,22,Florida St.,ACC,1,0–1 0–0,91.0 34,91.2 15,.4929 22,45.2 29,45.2 17,24.9 38,22.0 16,25.0 28,41.5 41,28.8 23,32.3 30,35.1 43,47.1 23,46.7 8,28.6 14,28.8 42,45.2 35,70.0 27,-0.39 28,2021-11-14
153,2,Baylor,B12,1,1–0 0–0,112.7 15,80.9 13,.9783 2,60.4 8,46.4 37,25.8 77,23.2 23,41.7 9,13.2 5,6.9 87,29.1 46,57.1 13,42.9 22,43.3 16,35.0 47,41.7 33,36.4 34,74.6 10,+0.07 19,2021-11-15
154,3,Ohio St.,B10,1,1–0 0–0,111.9 18,80.7 11,.9770 3,60.0 11,45.1 31,16.7 30,25.0 14,38.2 14,26.8 42,10.0 82,13.1 10,63.2 4,42.5 21,37.5 29,33.3 40,45.7 15,34.4 30,66.6 65,+0.04 27,2021-11-15
155,5,Texas Tech,B12,1,1–0 0–0,107.4 26,77.8 6,.9760 5,50.7 39,42.6 20,22.2 59,29.2 7,54.5 2,18.8 19,31.0 36,38.3 64,47.7 46,50.0 49,37.0 32,21.1 14,38.0 46,40.4 51,68.4 52,+0.04 30,2021-11-15
156,7,Virginia Tech,ACC,1,1–0 0–0,88.6 65,66.2 1,.9663 7,51.7 36,30.0 1,21.9 56,26.3 11,21.9 60,17.1 14,10.3 81,30.0 48,42.9 65,46.2 38,43.5 15,8.3 1,39.7 41,48.0 77,71.5 31,+0.04 28,2021-11-15
157,8,Providence,BE,1,1–0 0–0,108.3 24,80.9 12,.9662 8,48.1 47,36.9 8,22.9 62,10.7 84,33.3 25,25.6 36,35.2 29,27.9 42,43.8 60,44.1 31,36.4 34,18.5 11,40.7 37,44.3 68,66.3 69,+0.7 1,2021-11-15
158,10,Louisville,ACC,1,1–0 0–0,118.8 5,93.5 33,.9400 10,66.0 1,45.5 33,23.1 65,27.4 9,16.7 76,34.3 68,32.0 35,23.2 29,69.2 2,60.0 80,41.7 19,14.3 5,48.0 11,37.5 41,71.9 26,+0.09 17,2021-11-15
159,11,Washington St.,P12,1,1–0 0–0,114.9 12,90.7 23,.9383 11,47.5 49,40.7 15,16.5 26,16.5 61,43.3 7,41.0 78,29.5 42,42.4 70,57.8 11,45.7 35,12.5 85,15.4 8,26.2 78,22.0 5,68.4 52,+0.13 9,2021-11-15
160,14,Utah,P12,1,1–0 0–0,116.1 9,93.2 31,.9260 14,58.0 16,36.3 5,19.4 47,14.9 68,43.3 7,28.3 47,42.9 17,25.8 36,57.1 13,34.9 5,39.3 24,26.3 21,50.0 9,30.6 21,68.2 54,+0.02 40,2021-11-15
161,15,TCU,B12,1,1–0 0–0,99.8 43,81.1 14,.9157 15,55.1 22,35.7 4,21.9 56,21.9 31,48.7 3,17.1 14,15.9 76,9.5 6,55.3 23,42.9 22,36.4 34,14.3 5,31.9 63,33.3 28,73.1 20,+0.02 36,2021-11-15
162,16,Colorado,P12,1,1–0 0–0,105.8 27,86.4 16,.9113 16,60.5 7,37.8 10,14.5 18,24.6 15,38.7 13,10.8 2,52.6 7,30.6 52,55.8 21,39.3 12,50.0 6,23.8 17,24.6 81,42.9 63,70.3 37,+0.01 43,2021-11-15
163,17,Clemson,ACC,1,1–0 0–0,127.8 1,105.6 61,.9001 17,64.5 3,50.0 45,10.2 4,13.1 76,30.0 38,16.7 11,29.0 44,18.0 17,56.8 16,50.0 49,55.6 5,33.3 40,29.0 72,44.3 68,64.0 78,+0.09 15,2021-11-15
164,19,Illinois,B10,1,0–1 0–0,93.4 53,80.4 9,.8490 19,44.7 59,45.4 32,33.8 88,18.2 48,45.2 5,18.4 18,16.7 74,57.4 86,38.1 81,45.9 37,37.5 29,29.4 32,36.4 53,31.5 24,72.6 25,-0.43 58,2021-11-15
165,20,Marquette,BE,1,1–0 0–0,93.1 55,80.6 10,.8408 20,45.4 57,44.7 28,18.2 39,33.8 1,18.4 71,45.2 84,57.4 3,16.7 14,45.9 52,38.1 8,29.4 57,37.5 58,31.5 65,36.4 34,77.0 2,+0.49 3,2021-11-15
166,21,LSU,SEC,1,1–0 0–0,99.2 45,87.0 17,.8199 21,52.5 32,46.0 36,19.8 51,29.6 4,23.5 56,25.7 38,23.7 58,34.0 58,51.4 31,45.8 36,36.4 34,30.8 35,37.3 49,52.0 82,73.2 19,+0.16 7,2021-11-15
167,22,UCLA,P12,1,1–0 0–0,119.5 4,105.0 60,.8165 22,58.3 14,64.5 85,10.0 2,31.4 3,28.2 43,29.6 50,14.1 77,27.3 38,61.7 5,56.8 71,35.5 39,63.6 87,39.7 41,20.0 4,75.3 7,+0.09 16,2021-11-15
168,34,Wisconsin,B10,1,0–1 0–0,92.1 57,90.7 24,.5411 34,36.9 81,48.1 41,10.7 5,22.9 27,25.6 52,33.3 61,27.9 47,35.2 60,44.1 58,43.8 29,18.5 78,36.4 53,44.3 19,40.7 52,67.4 60,-0.6 65,2021-11-15
169,40,Washington,P12,1,1–0 0–0,100.2 40,100.4 48,.4936 40,45.6 55,37.5 9,16.7 30,29.3 5,30.3 37,60.4 88,49.1 8,20.8 24,48.6 41,44.4 33,27.3 63,11.1 3,38.6 45,25.0 9,70.8 35,+0.08 18,2021-11-15
170,42,Stanford,P12,1,1–0 0–0,104.0 33,105.7 62,.4548 42,52.5 32,52.2 54,13.8 15,21.4 35,44.7 6,19.4 21,41.0 20,54.3 84,55.3 23,57.7 77,28.6 59,30.0 34,23.0 83,43.5 67,67.0 62,+0.04 29,2021-11-15
171,45,California,P12,1,1–0 0–0,112.3 16,114.8 80,.4362 45,58.9 12,48.3 43,12.0 7,16.5 61,12.9 85,28.9 49,23.2 59,28.8 44,43.9 59,34.9 5,66.7 1,56.3 85,26.8 77,27.1 14,68.1 56,+0.07 21,2021-11-15
172,46,Georgia Tech,ACC,1,1–0 0–0,105.5 29,108.0 67,.4330 46,54.8 23,44.7 28,14.9 19,11.9 83,31.6 32,16.7 11,21.0 64,33.3 55,43.2 63,47.4 42,48.0 9,26.3 21,40.3 39,33.3 28,68.2 54,+0.01 41,2021-11-15
173,49,Oregon St.,P12,1,0–1 0–0,97.1 49,100.2 47,.4089 49,52.9 30,44.4 25,24.4 71,17.9 53,33.3 25,34.3 68,21.6 63,37.0 63,44.4 55,48.4 46,41.7 19,26.1 20,47.1 13,42.6 62,62.0 84,-0.7 73,2021-11-15
174,51,Arizona St.,P12,1,1–0 0–0,100.2 41,104.2 59,.3873 51,54.2 26,44.6 27,17.8 34,17.8 54,35.9 17,22.2 30,30.0 40,30.4 50,46.3 50,39.4 13,47.4 11,34.8 46,31.7 64,41.1 53,66.4 67,+0.04 25,2021-11-15
175,82,Penn St.,B10,1,0–1 0–0,83.8 76,108.1 69,.0507 82,41.2 72,60.2 79,23.0 63,12.3 80,31.3 34,21.9 28,35.3 28,42.6 71,41.7 70,52.0 59,26.7 66,44.8 75,29.4 71,53.7 87,63.4 80,-0.8 76,2021-11-15
176,83,Missouri,SEC,1,0–1 0–0,87.3 69,113.2 78,.0480 83,51.0 38,60.9 83,24.5 72,19.1 43,18.8 69,20.0 23,47.1 10,36.4 62,54.1 27,53.1 61,28.6 59,47.8 79,27.5 74,41.8 57,73.3 17,-0.9 84,2021-11-15
177,1,Arizona,P12,1,1–0 0–0,128.4 4,72.0 2,.9987 1,61.4 11,30.8 1,11.2 7,23.8 20,38.2 14,29.4 58,33.3 38,13.8 13,53.8 28,28.2 1,48.1 4,23.1 20,40.9 35,40.0 63,72.3 35,+0.11 22,2021-11-16
178,3,Purdue,B10,1,1–0 0–0,119.5 9,71.3 1,.9974 3,60.4 14,34.7 4,22.7 75,20.1 40,52.8 1,14.0 5,31.3 45,23.7 30,61.5 13,39.4 17,39.3 30,19.2 9,41.8 32,44.1 74,73.0 29,+0.09 24,2021-11-16
179,5,Duke,ACC,1,1–0 0–0,126.1 5,83.9 11,.9909 5,65.1 6,38.6 14,15.1 23,23.4 21,27.6 48,17.5 11,22.2 75,21.1 21,63.4 8,46.3 45,45.5 12,12.5 4,34.9 64,28.1 18,72.3 35,+0.12 18,2021-11-16
180,10,Creighton,BE,1,1–0 0–0,110.2 21,89.0 22,.9213 10,55.0 24,44.3 34,22.1 72,9.7 99,32.5 28,19.6 15,33.3 38,12.9 12,48.6 48,36.4 10,43.5 14,38.5 66,38.3 46,37.1 45,68.1 67,+0.40 3,2021-11-16
181,11,Oklahoma St.,B12,1,1–0 0–0,108.4 27,87.8 18,.9192 11,62.7 9,40.5 21,26.3 89,26.3 11,37.5 17,30.0 62,47.1 15,25.9 40,65.0 5,43.2 27,36.4 43,23.8 22,21.6 95,36.2 43,71.8 39,+0.07 26,2021-11-16
182,12,Kentucky,SEC,1,1–0 0–0,115.7 14,93.8 34,.9181 12,56.3 21,39.6 18,18.1 47,24.1 19,48.3 2,30.8 67,12.5 90,39.6 76,55.6 23,35.3 7,40.0 23,31.6 43,15.6 99,35.8 40,70.2 51,+0.05 33,2021-11-16
183,13,Miami FL,ACC,1,1–0 0–0,106.6 30,87.8 19,.9034 13,38.0 90,54.9 76,16.0 28,20.4 37,25.0 66,25.0 31,76.0 1,47.1 84,40.0 82,57.6 81,20.0 89,33.3 45,20.0 96,35.3 38,68.7 62,+0.35 5,2021-11-16
184,14,Seton Hall,BE,1,1–0 0–0,103.3 41,85.5 13,.8982 14,47.5 56,44.4 35,16.0 28,16.0 71,26.3 61,32.4 71,30.0 50,19.4 17,50.0 39,48.9 56,30.0 61,20.0 11,50.0 9,24.2 9,69.4 56,+0.7 1,2021-11-16
185,15,USC,P12,1,1–0 0–0,108.2 28,89.6 25,.8968 15,54.6 26,43.3 29,8.8 1,17.6 55,27.0 55,25.0 31,23.1 73,21.7 25,52.1 34,46.7 46,41.2 21,26.7 30,26.2 89,50.0 87,65.3 87,+0.24 8,2021-11-16
186,17,Pittsburgh,ACC,1,1–0 0–0,91.0 77,75.6 6,.8939 17,43.9 69,33.9 2,26.2 88,15.4 77,41.7 7,27.3 48,59.2 4,28.8 47,44.4 63,30.6 2,25.0 76,26.1 27,8.2 100,39.0 58,66.6 79,+0.11 20,2021-11-16
187,26,North Carolina,ACC,1,1–0 0–0,109.6 25,97.8 54,.7867 26,60.2 15,43.5 30,20.1 60,10.6 97,22.6 77,22.2 23,54.2 7,29.9 50,64.1 7,36.2 9,35.0 45,36.7 59,33.9 67,39.0 58,77.1 8,+0.36 4,2021-11-16
188,28,Michigan,B10,1,0–1 0–0,104.2 39,94.3 36,.7583 28,44.4 66,47.5 45,16.0 28,16.0 71,32.4 29,26.3 40,19.4 84,30.0 51,48.9 44,50.0 58,20.0 89,30.0 39,24.2 92,50.0 87,68.2 65,-0.7 81,2021-11-16
189,29,Villanova,BE,1,1–0 0–0,141.1 1,128.8 100,.7394 29,69.8 2,67.9 98,12.0 11,21.0 33,34.8 23,20.0 16,49.1 11,24.5 34,69.6 2,62.1 89,46.7 9,50.0 98,56.6 1,45.3 80,63.7 94,+0.05 31,2021-11-16
190,33,Georgia,SEC,1,1–0 0–0,103.2 42,95.7 45,.7033 33,51.6 36,50.0 58,14.2 20,25.6 16,27.0 55,18.8 13,34.4 35,10.9 6,53.8 28,47.2 47,31.8 57,36.8 60,36.1 59,34.5 36,67.2 77,+0.02 42,2021-11-16
191,41,Notre Dame,ACC,1,1–0 0–0,98.0 53,94.5 38,.6055 41,40.9 79,41.5 23,13.1 15,13.1 84,41.3 9,20.5 18,40.9 24,33.9 64,51.4 37,35.0 6,19.4 91,36.8 60,47.0 18,32.2 31,69.5 53,+0.06 28,2021-11-16
192,45,Georgetown,BE,1,1–0 0–0,92.7 71,89.6 24,.5953 45,50.0 37,37.7 8,17.3 41,20.0 42,38.5 13,16.7 10,41.3 21,26.2 42,53.8 28,40.5 20,29.2 63,21.1 13,38.1 50,31.1 29,77.5 7,+0.02 46,2021-11-16
193,48,Alabama,SEC,1,1–0 0–0,88.9 81,86.9 16,.5638 48,50.0 37,43.8 31,27.2 92,26.0 14,28.9 44,31.7 70,31.1 46,24.6 35,58.8 18,45.0 41,25.9 75,28.0 33,44.3 25,38.5 56,81.6 2,+0.11 21,2021-11-16
194,50,Iowa,B10,1,1–0 0–0,110.0 24,109.4 80,.5145 50,41.8 75,51.7 66,11.3 8,21.1 32,43.9 5,23.5 26,67.2 2,20.3 19,47.4 52,52.3 68,21.7 84,33.3 45,37.7 52,25.4 10,70.6 49,+0.02 41,2021-11-16
195,55,Northwestern,B10,1,1–0 0–0,110.5 19,111.1 84,.4825 55,53.8 28,47.4 43,10.2 3,18.9 46,33.3 25,27.3 48,22.7 74,25.9 40,57.6 19,44.4 35,33.3 52,38.5 66,50.0 9,22.4 7,64.1 91,+0.04 36,2021-11-16
196,61,Nebraska,B10,1,0–1 0–0,102.9 43,106.6 74,.3992 61,44.3 67,55.0 77,9.7 2,22.1 28,19.6 86,32.5 73,12.9 89,33.3 61,36.4 91,48.6 51,38.5 33,43.5 86,37.1 55,38.3 52,72.6 30,-0.7 79,2021-11-16
197,66,Iowa St.,B12,1,1–0 0–0,83.6 86,88.0 20,.3559 66,37.9 91,47.4 43,10.8 6,31.1 5,28.9 44,34.3 77,27.1 56,21.1 21,50.0 39,50.0 58,5.0 100,26.7 30,28.6 80,26.3 13,71.1 45,+0.02 43,2021-11-16
198,70,Virginia,ACC,1,0–1 0–0,93.1 69,99.8 61,.3107 70,39.5 84,60.2 84,29.0 94,18.8 47,29.4 41,33.3 74,48.8 14,30.6 52,45.8 57,44.8 39,21.1 87,55.0 99,44.2 26,40.8 65,61.7 98,-0.10 51,2021-11-16
199,74,Rutgers,B10,1,1–0 0–0,103.8 40,112.3 85,.2887 74,46.2 61,48.2 48,10.7 5,13.7 82,39.5 12,11.4 1,31.8 44,20.0 18,48.9 44,38.5 15,26.3 72,37.9 65,28.8 78,52.7 96,66.5 80,+0.01 49,2021-11-16
200,77,N.C. State,ACC,1,1–0 0–0,100.1 49,110.4 82,.2433 77,54.2 27,48.2 48,15.8 27,20.2 39,31.6 32,24.3 29,38.3 27,34.5 67,43.2 71,41.9 25,47.8 5,37.5 63,38.3 46,43.6 73,71.7 41,+0.02 48,2021-11-16
201,97,Oregon,P12,1,0–1 0–0,83.7 85,114.2 90,.0272 97,34.9 96,67.5 97,18.6 51,18.6 49,27.0 55,30.4 65,35.8 31,12.3 10,35.9 93,71.4 100,21.4 86,40.9 79,26.4 87,38.6 57,64.0 93,-0.6 76,2021-11-16
202,1,Connecticut,BE,1,1–0 0–0,105.4 28,67.9 4,.9937 1,51.6 38,29.4 3,15.7 15,34.1 3,43.2 7,22.0 26,62.9 1,33.3 57,55.6 21,34.3 11,30.8 46,12.5 2,41.9 27,31.4 23,70.7 32,+0.05 27,2021-11-17
203,2,Baylor,B12,1,1–0 0–0,96.2 47,62.9 2,.9925 2,50.6 42,32.8 5,14.3 11,34.6 2,37.8 18,19.0 18,26.9 45,20.7 19,56.1 19,36.4 14,23.8 65,14.3 3,26.9 70,24.1 8,78.1 5,+0.03 31,2021-11-17
204,5,Michigan St.,B10,1,1–0 0–0,111.0 19,75.8 8,.9877 5,55.1 19,36.6 8,29.0 72,20.3 37,42.3 9,25.0 32,49.0 6,32.1 49,60.0 11,26.9 3,33.3 39,30.0 30,49.0 11,53.6 77,72.6 22,+0.39 4,2021-11-17
205,7,Texas,B12,1,1–0 0–0,95.9 48,71.2 6,.9684 7,45.0 54,52.3 46,16.1 19,32.2 5,39.5 15,12.5 6,21.7 59,9.1 1,50.0 34,50.0 44,22.2 67,36.4 49,30.0 62,50.0 71,60.1 79,+0.07 21,2021-11-17
206,8,Texas A&M,SEC,1,1–0 0–0,90.6 59,68.4 5,.9621 8,53.3 30,31.6 4,23.5 58,32.2 5,42.4 8,19.4 19,21.7 59,18.4 14,50.0 34,33.3 7,40.0 22,20.0 9,33.3 51,51.0 73,67.1 51,+0.02 37,2021-11-17
207,9,UCLA,P12,1,1–0 0–0,125.0 4,97.0 31,.9484 9,55.8 16,43.5 25,12.3 7,17.7 54,57.1 1,16.7 12,23.1 56,21.0 20,49.2 38,41.7 23,52.9 4,30.8 33,21.8 75,41.9 53,72.3 23,+0.04 28,2021-11-17
208,11,Stanford,P12,1,1–0 0–0,101.0 36,80.3 11,.9333 11,56.5 13,49.0 34,19.3 39,26.2 15,17.9 67,6.9 1,33.3 22,23.5 27,45.2 50,54.2 57,47.8 9,29.6 28,42.6 26,52.9 75,74.8 15,+0.07 19,2021-11-17
209,16,Wake Forest,ACC,1,1–0 0–0,105.3 29,86.2 15,.9093 16,63.5 6,41.7 20,12.6 8,27.6 11,12.5 74,25.0 32,31.7 34,12.1 5,59.5 13,42.6 25,47.6 10,26.3 19,33.3 51,28.8 17,77.3 8,+0.01 38,2021-11-17
210,17,Indiana,B10,1,1–0 0–0,113.3 13,93.9 27,.8966 17,56.9 12,50.9 40,22.2 50,20.8 34,29.0 42,32.4 46,32.8 25,32.8 55,60.0 11,51.6 52,33.3 39,33.3 39,31.0 59,46.6 59,65.7 56,+0.34 6,2021-11-17
211,19,Florida St.,ACC,1,1–0 0–0,95.6 50,81.0 12,.8711 19,45.5 52,37.3 9,24.0 61,20.8 34,39.5 15,35.7 59,29.1 40,36.4 61,48.5 41,24.1 1,27.3 60,34.6 43,40.0 34,47.3 65,61.8 77,+0.28 8,2021-11-17
212,25,Arkansas,SEC,1,1–0 0–0,117.4 9,103.4 52,.8117 25,58.0 10,53.0 49,6.6 1,15.9 63,19.4 61,22.0 26,24.6 51,19.4 15,55.6 21,33.3 7,41.7 19,45.9 67,34.8 50,55.2 78,75.4 12,+0.21 11,2021-11-17
213,26,Mississippi St.,SEC,1,1–0 0–0,114.2 11,102.6 48,.7747 26,67.3 2,51.8 45,19.5 40,24.4 19,34.8 28,37.5 62,32.7 27,16.4 11,63.6 6,45.5 32,50.0 6,40.9 61,32.7 54,40.0 46,63.5 67,+0.06 23,2021-11-17
214,27,Oklahoma St.,B12,1,1–0 0–0,97.3 43,87.5 17,.7716 27,40.3 63,34.8 6,16.3 21,23.1 24,40.0 13,34.9 54,50.0 5,62.5 78,44.9 52,33.3 7,15.4 76,25.0 17,21.0 77,35.7 33,73.7 17,+0.26 9,2021-11-17
215,28,St. John's,BE,1,0–1 0–0,112.9 14,101.7 44,.7681 28,50.9 41,56.9 69,20.8 46,22.2 29,32.4 34,29.0 39,32.8 25,32.8 55,51.6 29,60.0 69,33.3 39,33.3 39,46.6 22,31.0 22,71.9 26,-0.29 47,2021-11-17
216,31,N.C. State,ACC,1,0–1 0–0,108.6 20,98.8 39,.7480 31,34.8 75,40.3 17,23.1 57,16.3 60,34.9 26,40.0 67,62.5 3,50.0 76,33.3 71,44.9 29,25.0 63,15.4 4,35.7 47,21.0 4,72.8 20,-0.45 52,2021-11-17
217,35,Kansas St.,B12,1,1–0 0–0,100.4 37,95.3 29,.6448 35,61.3 8,43.2 24,22.9 56,15.7 65,30.8 39,25.0 32,30.2 39,16.7 12,55.9 20,30.8 4,47.4 11,40.7 60,35.8 46,40.9 51,67.3 49,+0.01 39,2021-11-17
218,44,Maryland,B10,1,0–1 0–0,106.6 22,110.6 66,.3946 44,53.6 28,55.2 63,15.9 17,19.1 45,24.2 50,33.3 48,23.6 53,13.8 6,59.3 14,41.2 22,32.1 43,50.0 73,50.9 9,41.4 52,65.1 61,-0.8 67,2021-11-17
219,57,Vanderbilt,SEC,1,0–1 0–0,64.4 79,74.2 7,.1645 57,24.5 80,38.5 12,31.9 74,33.4 4,35.6 23,38.9 64,32.1 31,23.1 24,35.7 68,33.3 7,8.0 80,31.6 36,47.2 17,36.5 38,64.5 64,-0.7 61,2021-11-17
220,59,Boston College,ACC,1,0–1 0–0,84.2 66,97.5 33,.1561 59,27.7 79,51.2 41,21.2 48,22.8 26,44.2 5,17.9 13,42.9 10,46.5 73,25.0 79,48.1 38,25.0 63,37.5 51,21.4 76,37.2 41,61.4 78,-0.7 60,2021-11-17
221,64,Butler,BE,1,0–1 0–0,80.2 71,97.0 30,.1013 64,36.6 73,55.1 62,20.3 44,29.0 9,25.0 47,42.3 72,32.1 31,49.0 75,26.9 78,60.0 69,30.0 49,33.3 39,53.6 4,49.0 70,68.5 44,-0.6 58,2021-11-17
222,3,Clemson,ACC,1,1–0 0–0,125.2 3,84.3 19,.9896 3,64.5 4,39.6 19,14.7 24,22.9 15,22.2 69,29.4 49,10.9 83,17.0 15,55.9 22,45.5 28,52.4 1,20.0 16,38.2 44,37.7 40,61.8 81,+0.28 8,2021-11-18
223,4,LSU,SEC,1,1–0 0–0,97.4 55,67.7 3,.9849 4,49.3 44,32.2 6,19.5 52,35.0 1,43.5 5,37.5 75,23.0 51,32.2 53,52.0 37,40.6 20,29.2 53,14.8 8,32.4 66,45.8 69,74.2 6,+0.03 38,2021-11-18
224,6,Northwestern,B10,1,1–0 0–0,97.1 56,73.2 5,.9630 6,61.8 6,32.0 5,24.8 79,27.6 6,31.0 28,20.0 12,32.7 33,44.0 78,54.3 29,37.1 11,50.0 3,13.3 4,36.4 54,30.0 14,69.9 37,+0.01 43,2021-11-18
